Observation station,Year,Month,Day,Snow depth [cm],Date,Average temperature [Â°C],cloud_code,Global radiation mean [W/m2]
Sotkamo Kuolaniemi,2014,10,21,0.0,2014-10-21,-4.5,8.0,"37,8"
Sotkamo Kuolaniemi,2014,10,22,0.0,2014-10-22,-6.9,7.0,"57,6"
Sotkamo Kuolaniemi,2014,10,23,0.0,2014-10-23,-9.2,3.0,"67,9"
Sotkamo Kuolaniemi,2014,10,24,0.0,2014-10-24,-3.2,2.0,"13,7"
Sotkamo Kuolaniemi,2014,10,25,5.0,2014-10-25,0.2,8.0,"4,8"
Sotkamo Kuolaniemi,2014,10,26,2.0,2014-10-26,3.6,8.0,"5,5"
Sotkamo Kuolaniemi,2014,10,27,-1.0,2014-10-27,7.0,8.0,"8,4"
Sotkamo Kuolaniemi,2014,10,28,-1.0,2014-10-28,6.0,0.0,"7,5"
Sotkamo Kuolaniemi,2014,10,29,-1.0,2014-10-29,7.8,8.0,"2,3"
Sotkamo Kuolaniemi,2014,10,30,-1.0,2014-10-30,3.1,5.0,"11,4"
Sotkamo Kuolaniemi,2014,10,31,-1.0,2014-10-31,-1.6,7.0,37
Sotkamo Kuolaniemi,2014,11,1,-1.0,2014-11-01,-5.1,8.0,"17,8"
Sotkamo Kuolaniemi,2014,11,2,0.0,2014-11-02,-0.8,7.0,"3,4"
Sotkamo Kuolaniemi,2014,11,3,-1.0,2014-11-03,7.7,8.0,"2,3"
Sotkamo Kuolaniemi,2014,11,4,-1.0,2014-11-04,3.8,7.0,"6,9"
Sotkamo Kuolaniemi,2014,11,5,15.0,2014-11-05,-5.4,8.0,"21,5"
Sotkamo Kuolaniemi,2014,11,6,14.0,2014-11-06,-9.7,0.0,"13,5"
Sotkamo Kuolaniemi,2014,11,7,13.0,2014-11-07,-7.5,6.0,"12,8"
Sotkamo Kuolaniemi,2014,11,8,13.0,2014-11-08,-6.6,8.0,"6,2"
Sotkamo Kuolaniemi,2014,11,9,12.0,2014-11-09,-1.0,8.0,"5,2"
Sotkamo Kuolaniemi,2014,11,10,7.0,2014-11-10,3.8,8.0,"4,3"
Sotkamo Kuolaniemi,2014,11,11,-1.0,2014-11-11,3.6,8.0,4
Sotkamo Kuolaniemi,2014,11,12,-1.0,2014-11-12,-0.2,8.0,"9,5"
Sotkamo Kuolaniemi,2014,11,13,-1.0,2014-11-13,-5.1,8.0,"8,1"
Sotkamo Kuolaniemi,2014,11,14,-1.0,2014-11-14,-5.7,8.0,"3,2"
Sotkamo Kuolaniemi,2014,11,15,-1.0,2014-11-15,-8.1,8.0,"5,9"
Sotkamo Kuolaniemi,2014,11,16,-1.0,2014-11-16,-2.8,8.0,"3,3"
Sotkamo Kuolaniemi,2014,11,17,-1.0,2014-11-17,-2.0,7.0,"3,8"
Sotkamo Kuolaniemi,2014,11,18,-1.0,2014-11-18,-2.2,8.0,"3,3"
Sotkamo Kuolaniemi,2014,11,19,0.0,2014-11-19,0.5,8.0,"1,8"
Sotkamo Kuolaniemi,2014,11,20,0.0,2014-11-20,-0.5,8.0,"3,6"
Sotkamo Kuolaniemi,2014,11,21,-1.0,2014-11-21,-3.0,8.0,"2,5"
Sotkamo Kuolaniemi,2014,11,22,0.0,2014-11-22,-2.9,8.0,"2,8"
Sotkamo Kuolaniemi,2014,11,23,0.0,2014-11-23,-3.3,8.0,"2,6"
Sotkamo Kuolaniemi,2014,11,24,0.0,2014-11-24,-0.4,8.0,"4,6"
Sotkamo Kuolaniemi,2014,11,25,0.0,2014-11-25,0.0,8.0,"1,9"
Sotkamo Kuolaniemi,2014,11,26,-1.0,2014-11-26,0.8,8.0,"2,2"
Sotkamo Kuolaniemi,2014,11,27,-1.0,2014-11-27,0.5,9.0,"1,8"
Sotkamo Kuolaniemi,2014,11,28,-1.0,2014-11-28,1.1,8.0,"1,4"
Sotkamo Kuolaniemi,2014,11,29,-1.0,2014-11-29,0.6,7.0,1
Sotkamo Kuolaniemi,2014,11,30,-1.0,2014-11-30,-1.4,7.0,"1,5"
Sotkamo Kuolaniemi,2014,12,1,-1.0,2014-12-01,-4.9,8.0,"4,1"
Sotkamo Kuolaniemi,2014,12,2,-1.0,2014-12-02,-2.5,8.0,"1,7"
Sotkamo Kuolaniemi,2014,12,3,11.0,2014-12-03,0.7,8.0,"4,8"
Sotkamo Kuolaniemi,2014,12,4,10.0,2014-12-04,0.9,0.0,"3,8"
Sotkamo Kuolaniemi,2014,12,5,10.0,2014-12-05,-0.9,0.0,3
Sotkamo Kuolaniemi,2014,12,6,9.0,2014-12-06,0.4,8.0,"1,6"
Sotkamo Kuolaniemi,2014,12,7,8.0,2014-12-07,-1.0,2.0,"2,2"
Sotkamo Kuolaniemi,2014,12,8,10.0,2014-12-08,1.4,8.0,1
Sotkamo Kuolaniemi,2014,12,9,7.0,2014-12-09,0.1,8.0,"1,5"
Sotkamo Kuolaniemi,2014,12,10,7.0,2014-12-10,0.5,8.0,"1,3"
Sotkamo Kuolaniemi,2014,12,11,9.0,2014-12-11,0.7,8.0,"1,1"
Sotkamo Kuolaniemi,2014,12,12,7.0,2014-12-12,-0.6,8.0,"1,5"
Sotkamo Kuolaniemi,2014,12,13,9.0,2014-12-13,-1.4,8.0,"0,9"
Sotkamo Kuolaniemi,2014,12,14,8.0,2014-12-14,-2.3,7.0,3
Sotkamo Kuolaniemi,2014,12,15,9.0,2014-12-15,0.2,8.0,"1,1"
Sotkamo Kuolaniemi,2014,12,16,11.0,2014-12-16,-0.4,7.0,"1,6"
Sotkamo Kuolaniemi,2014,12,17,12.0,2014-12-17,-0.6,7.0,1
Sotkamo Kuolaniemi,2014,12,18,18.0,2014-12-18,-3.1,7.0,"2,1"
Sotkamo Kuolaniemi,2014,12,19,17.0,2014-12-19,-2.6,7.0,"1,5"
Sotkamo Kuolaniemi,2014,12,20,20.0,2014-12-20,-2.1,8.0,"1,2"
Sotkamo Kuolaniemi,2014,12,21,23.0,2014-12-21,-5.2,8.0,"1,6"
Sotkamo Kuolaniemi,2014,12,22,22.0,2014-12-22,-9.5,7.0,"1,6"
Sotkamo Kuolaniemi,2014,12,23,21.0,2014-12-23,-16.2,8.0,"2,3"
Sotkamo Kuolaniemi,2014,12,24,22.0,2014-12-24,-22.3,8.0,"2,1"
Sotkamo Kuolaniemi,2014,12,25,22.0,2014-12-25,-17.8,0.0,"2,4"
Sotkamo Kuolaniemi,2014,12,26,22.0,2014-12-26,-7.7,8.0,"1,8"
Sotkamo Kuolaniemi,2014,12,27,21.0,2014-12-27,-13.0,7.0,"2,3"
Sotkamo Kuolaniemi,2014,12,28,22.0,2014-12-28,-20.4,9.0,"1,9"
Sotkamo Kuolaniemi,2014,12,29,24.0,2014-12-29,-20.5,9.0,"1,7"
Sotkamo Kuolaniemi,2014,12,30,24.0,2014-12-30,-10.3,7.0,"2,2"
Sotkamo Kuolaniemi,2014,12,31,27.0,2014-12-31,0.4,8.0,3
Sotkamo Kuolaniemi,2015,1,1,26.0,2015-01-01,1.6,8.0,"2,6"
Sotkamo Kuolaniemi,2015,1,2,23.0,2015-01-02,0.6,8.0,"0,8"
Sotkamo Kuolaniemi,2015,1,3,27.0,2015-01-03,-3.4,8.0,"1,3"
Sotkamo Kuolaniemi,2015,1,4,28.0,2015-01-04,-11.1,8.0,"2,7"
Sotkamo Kuolaniemi,2015,1,5,27.0,2015-01-05,-16.0,7.0,"3,1"
Sotkamo Kuolaniemi,2015,1,6,27.0,2015-01-06,-22.9,3.0,"5,9"
Sotkamo Kuolaniemi,2015,1,7,28.0,2015-01-07,-6.5,7.0,"1,4"
Sotkamo Kuolaniemi,2015,1,8,30.0,2015-01-08,-2.2,7.0,"1,9"
Sotkamo Kuolaniemi,2015,1,9,34.0,2015-01-09,-6.5,8.0,"2,9"
Sotkamo Kuolaniemi,2015,1,10,36.0,2015-01-10,-15.1,8.0,"2,4"
Sotkamo Kuolaniemi,2015,1,11,44.0,2015-01-11,-19.4,8.0,"2,3"
Sotkamo Kuolaniemi,2015,1,12,43.0,2015-01-12,-15.4,2.0,"3,7"
Sotkamo Kuolaniemi,2015,1,13,43.0,2015-01-13,-14.8,8.0,"4,2"
Sotkamo Kuolaniemi,2015,1,14,42.0,2015-01-14,-11.6,6.0,"3,6"
Sotkamo Kuolaniemi,2015,1,15,41.0,2015-01-15,-2.5,8.0,"2,9"
Sotkamo Kuolaniemi,2015,1,16,39.0,2015-01-16,-1.2,8.0,"3,5"
Sotkamo Kuolaniemi,2015,1,17,39.0,2015-01-17,0.6,8.0,"3,4"
Sotkamo Kuolaniemi,2015,1,18,41.0,2015-01-18,-1.8,7.0,4
Sotkamo Kuolaniemi,2015,1,19,40.0,2015-01-19,-13.7,7.0,"9,5"
Sotkamo Kuolaniemi,2015,1,20,39.0,2015-01-20,-26.3,7.0,"20,6"
Sotkamo Kuolaniemi,2015,1,21,39.0,2015-01-21,-27.0,2.0,"19,4"
Sotkamo Kuolaniemi,2015,1,22,39.0,2015-01-22,-18.5,0.0,"7,6"
Sotkamo Kuolaniemi,2015,1,23,40.0,2015-01-23,-20.3,8.0,"8,9"
Sotkamo Kuolaniemi,2015,1,24,41.0,2015-01-24,-10.2,8.0,"6,2"
Sotkamo Kuolaniemi,2015,1,25,45.0,2015-01-25,-2.2,7.0,4
Sotkamo Kuolaniemi,2015,1,26,45.0,2015-01-26,-2.4,8.0,"6,4"
Sotkamo Kuolaniemi,2015,1,27,45.0,2015-01-27,-1.6,8.0,"7,6"
Sotkamo Kuolaniemi,2015,1,28,46.0,2015-01-28,-2.3,7.0,"4,1"
Sotkamo Kuolaniemi,2015,1,29,54.0,2015-01-29,-1.1,8.0,"5,9"
Sotkamo Kuolaniemi,2015,1,30,56.0,2015-01-30,-2.5,8.0,"9,3"
Sotkamo Kuolaniemi,2015,1,31,55.0,2015-01-31,-4.6,7.0,9
Sotkamo Kuolaniemi,2015,2,1,55.0,2015-02-01,-4.5,8.0,"8,9"
Sotkamo Kuolaniemi,2015,2,2,59.0,2015-02-02,-10.0,8.0,"6,9"
Sotkamo Kuolaniemi,2015,2,3,59.0,2015-02-03,-9.0,8.0,"8,2"
Sotkamo Kuolaniemi,2015,2,4,64.0,2015-02-04,-9.0,8.0,"9,6"
Sotkamo Kuolaniemi,2015,2,5,63.0,2015-02-05,-8.4,8.0,"13,7"
Sotkamo Kuolaniemi,2015,2,6,65.0,2015-02-06,-3.6,8.0,"29,7"
Sotkamo Kuolaniemi,2015,2,7,63.0,2015-02-07,-2.8,8.0,"12,9"
Sotkamo Kuolaniemi,2015,2,8,64.0,2015-02-08,-8.0,0.0,"25,5"
Sotkamo Kuolaniemi,2015,2,9,63.0,2015-02-09,-12.6,0.0,"27,1"
Sotkamo Kuolaniemi,2015,2,10,61.0,2015-02-10,2.1,8.0,"21,4"
Sotkamo Kuolaniemi,2015,2,11,60.0,2015-02-11,4.5,3.0,"17,3"
Sotkamo Kuolaniemi,2015,2,12,56.0,2015-02-12,0.9,0.0,"22,6"
Sotkamo Kuolaniemi,2015,2,13,55.0,2015-02-13,-4.1,0.0,"40,3"
Sotkamo Kuolaniemi,2015,2,14,59.0,2015-02-14,-5.9,8.0,"20,5"
Sotkamo Kuolaniemi,2015,2,15,57.0,2015-02-15,-15.6,0.0,"38,8"
Sotkamo Kuolaniemi,2015,2,16,57.0,2015-02-16,-8.6,0.0,"49,1"
Sotkamo Kuolaniemi,2015,2,17,56.0,2015-02-17,-4.6,7.0,"10,8"
Sotkamo Kuolaniemi,2015,2,18,56.0,2015-02-18,-1.8,8.0,"36,1"
Sotkamo Kuolaniemi,2015,2,19,56.0,2015-02-19,0.3,8.0,"17,5"
Sotkamo Kuolaniemi,2015,2,20,52.0,2015-02-20,1.8,7.0,"16,5"
Sotkamo Kuolaniemi,2015,2,21,49.0,2015-02-21,1.1,8.0,"20,4"
Sotkamo Kuolaniemi,2015,2,22,49.0,2015-02-22,0.0,8.0,"12,5"
Sotkamo Kuolaniemi,2015,2,23,55.0,2015-02-23,-1.0,7.0,"25,5"
Sotkamo Kuolaniemi,2015,2,24,54.0,2015-02-24,0.0,7.0,"17,5"
Sotkamo Kuolaniemi,2015,2,25,54.0,2015-02-25,1.0,7.0,"23,1"
Sotkamo Kuolaniemi,2015,2,26,53.0,2015-02-26,1.0,7.0,"28,6"
Sotkamo Kuolaniemi,2015,2,27,52.0,2015-02-27,-0.4,8.0,"29,2"
Sotkamo Kuolaniemi,2015,2,28,51.0,2015-02-28,-1.4,8.0,"16,5"
Sotkamo Kuolaniemi,2015,3,1,51.0,2015-03-01,0.7,8.0,"26,8"
Sotkamo Kuolaniemi,2015,3,2,51.0,2015-03-02,0.8,8.0,"23,3"
Sotkamo Kuolaniemi,2015,3,3,51.0,2015-03-03,0.6,8.0,"25,3"
Sotkamo Kuolaniemi,2015,3,4,50.0,2015-03-04,0.5,8.0,"24,6"
Sotkamo Kuolaniemi,2015,3,5,50.0,2015-03-05,0.0,8.0,"27,5"
Sotkamo Kuolaniemi,2015,3,6,50.0,2015-03-06,0.0,8.0,"30,2"
Sotkamo Kuolaniemi,2015,3,7,48.0,2015-03-07,0.3,8.0,"30,1"
Sotkamo Kuolaniemi,2015,3,8,50.0,2015-03-08,3.1,5.0,"31,2"
Sotkamo Kuolaniemi,2015,3,9,44.0,2015-03-09,2.6,7.0,"94,3"
Sotkamo Kuolaniemi,2015,3,10,43.0,2015-03-10,0.5,0.0,"36,5"
Sotkamo Kuolaniemi,2015,3,11,43.0,2015-03-11,0.3,8.0,"78,5"
Sotkamo Kuolaniemi,2015,3,12,42.0,2015-03-12,-1.0,0.0,"113,3"
Sotkamo Kuolaniemi,2015,3,13,42.0,2015-03-13,0.7,0.0,"116,2"
Sotkamo Kuolaniemi,2015,3,14,42.0,2015-03-14,0.2,0.0,"117,9"
Sotkamo Kuolaniemi,2015,3,15,42.0,2015-03-15,-1.1,0.0,"122,2"
Sotkamo Kuolaniemi,2015,3,16,42.0,2015-03-16,2.8,0.0,"127,7"
Sotkamo Kuolaniemi,2015,3,17,42.0,2015-03-17,2.8,0.0,"126,8"
Sotkamo Kuolaniemi,2015,3,18,42.0,2015-03-18,2.8,0.0,"108,7"
Sotkamo Kuolaniemi,2015,3,19,42.0,2015-03-19,3.1,0.0,74
Sotkamo Kuolaniemi,2015,3,20,40.0,2015-03-20,-2.5,0.0,"102,4"
Sotkamo Kuolaniemi,2015,3,21,39.0,2015-03-21,-7.9,7.0,"124,8"
Sotkamo Kuolaniemi,2015,3,22,39.0,2015-03-22,-8.3,0.0,"109,1"
Sotkamo Kuolaniemi,2015,3,23,39.0,2015-03-23,-0.9,8.0,49
Sotkamo Kuolaniemi,2015,3,24,47.0,2015-03-24,-3.2,8.0,"66,1"
Sotkamo Kuolaniemi,2015,3,25,50.0,2015-03-25,-8.1,0.0,"161,7"
Sotkamo Kuolaniemi,2015,3,26,49.0,2015-03-26,-6.1,0.0,"166,4"
Sotkamo Kuolaniemi,2015,3,27,48.0,2015-03-27,-4.0,0.0,"154,9"
Sotkamo Kuolaniemi,2015,3,28,44.0,2015-03-28,0.7,8.0,"26,4"
Sotkamo Kuolaniemi,2015,3,29,42.0,2015-03-29,0.8,7.0,"46,4"
Sotkamo Kuolaniemi,2015,3,30,44.0,2015-03-30,-0.3,8.0,"42,6"
Sotkamo Kuolaniemi,2015,3,31,42.0,2015-03-31,0.2,8.0,"48,2"
Sotkamo Kuolaniemi,2015,4,1,42.0,2015-04-01,1.1,8.0,"119,5"
Sotkamo Kuolaniemi,2015,4,2,41.0,2015-04-02,0.4,4.0,"54,9"
Sotkamo Kuolaniemi,2015,4,3,44.0,2015-04-03,0.7,8.0,"78,7"
Sotkamo Kuolaniemi,2015,4,4,42.0,2015-04-04,2.1,8.0,"125,5"
Sotkamo Kuolaniemi,2015,4,5,40.0,2015-04-05,1.0,5.0,"170,3"
Sotkamo Kuolaniemi,2015,4,6,39.0,2015-04-06,0.2,0.0,"127,7"
Sotkamo Kuolaniemi,2015,4,7,37.0,2015-04-07,3.5,8.0,"99,6"
Sotkamo Kuolaniemi,2015,4,8,33.0,2015-04-08,3.3,7.0,"175,9"
Sotkamo Kuolaniemi,2015,4,9,30.0,2015-04-09,2.9,0.0,"135,3"
Sotkamo Kuolaniemi,2015,4,10,28.0,2015-04-10,2.3,6.0,"81,1"
Sotkamo Kuolaniemi,2015,4,11,27.0,2015-04-11,1.9,7.0,205
Sotkamo Kuolaniemi,2015,4,12,26.0,2015-04-12,3.6,1.0,"152,1"
Sotkamo Kuolaniemi,2015,4,13,21.0,2015-04-13,3.1,5.0,"125,3"
Sotkamo Kuolaniemi,2015,4,14,17.0,2015-04-14,2.9,7.0,"155,8"
Sotkamo Kuolaniemi,2015,4,15,13.0,2015-04-15,1.7,8.0,"79,3"
Sotkamo Kuolaniemi,2015,4,16,16.0,2015-04-16,1.1,8.0,"93,3"
Sotkamo Kuolaniemi,2015,4,17,11.0,2015-04-17,2.0,2.0,86
Sotkamo Kuolaniemi,2015,4,18,10.0,2015-04-18,2.3,8.0,"82,1"
Sotkamo Kuolaniemi,2015,4,19,8.0,2015-04-19,2.6,8.0,"106,7"
Sotkamo Kuolaniemi,2015,4,20,4.0,2015-04-20,3.1,0.0,"155,1"
Sotkamo Kuolaniemi,2015,4,21,2.0,2015-04-21,4.7,7.0,"143,2"
Sotkamo Kuolaniemi,2015,4,22,-1.0,2015-04-22,3.8,3.0,"162,5"
Sotkamo Kuolaniemi,2015,4,23,-1.0,2015-04-23,2.2,0.0,"190,3"
Sotkamo Kuolaniemi,2015,4,24,-1.0,2015-04-24,1.2,0.0,"176,5"
Sotkamo Kuolaniemi,2015,4,25,-1.0,2015-04-25,-0.1,3.0,"139,4"
Sotkamo Kuolaniemi,2015,4,26,-1.0,2015-04-26,3.3,7.0,"241,8"
Sotkamo Kuolaniemi,2015,4,27,-1.0,2015-04-27,2.8,8.0,"72,4"
Sotkamo Kuolaniemi,2015,4,28,-1.0,2015-04-28,4.3,7.0,162
Sotkamo Kuolaniemi,2015,4,29,-1.0,2015-04-29,0.7,0.0,"110,7"
Sotkamo Kuolaniemi,2015,4,30,27.0,2015-04-30,1.3,8.0,"247,6"
Sotkamo Kuolaniemi,2015,5,1,7.0,2015-05-01,4.6,0.0,"216,1"
Sotkamo Kuolaniemi,2015,5,2,-1.0,2015-05-02,1.9,3.0,"68,4"
Sotkamo Kuolaniemi,2015,5,3,2.0,2015-05-03,1.5,8.0,"130,1"
Sotkamo Kuolaniemi,2015,5,4,-1.0,2015-05-04,2.6,7.0,"252,5"
Sotkamo Kuolaniemi,2015,5,5,-1.0,2015-05-05,5.5,0.0,"267,2"
Sotkamo Kuolaniemi,2015,5,6,-1.0,2015-05-06,9.4,1.0,"171,9"
Sotkamo Kuolaniemi,2015,5,7,-1.0,2015-05-07,9.7,8.0,"41,3"
Sotkamo Kuolaniemi,2015,5,8,-1.0,2015-05-08,9.1,7.0,68
Sotkamo Kuolaniemi,2015,5,9,-1.0,2015-05-09,6.7,7.0,"133,5"
Sotkamo Kuolaniemi,2015,5,10,-1.0,2015-05-10,9.6,8.0,"295,4"
Sotkamo Kuolaniemi,2015,5,11,-1.0,2015-05-11,7.4,7.0,"122,7"
Sotkamo Kuolaniemi,2015,5,12,-1.0,2015-05-12,8.0,7.0,"77,6"
Sotkamo Kuolaniemi,2015,5,13,-1.0,2015-05-13,8.2,7.0,"57,7"
Sotkamo Kuolaniemi,2015,5,14,-1.0,2015-05-14,6.0,8.0,"102,5"
Sotkamo Kuolaniemi,2015,5,15,-1.0,2015-05-15,5.7,7.0,193
Sotkamo Kuolaniemi,2015,5,16,-1.0,2015-05-16,7.0,8.0,"239,9"
Sotkamo Kuolaniemi,2015,5,17,-1.0,2015-05-17,7.1,7.0,"137,6"
Sotkamo Kuolaniemi,2015,5,18,-1.0,2015-05-18,4.9,8.0,"57,7"
Sotkamo Kuolaniemi,2015,5,19,-1.0,2015-05-19,8.5,8.0,"87,9"
Sotkamo Kuolaniemi,2015,5,20,-1.0,2015-05-20,9.0,8.0,"115,7"
Sotkamo Kuolaniemi,2015,5,21,-1.0,2015-05-21,10.0,4.0,178
Sotkamo Kuolaniemi,2015,5,22,-1.0,2015-05-22,11.8,7.0,"280,1"
Sotkamo Kuolaniemi,2015,5,23,-1.0,2015-05-23,9.6,2.0,"136,1"
Sotkamo Kuolaniemi,2015,5,24,-1.0,2015-05-24,6.6,6.0,"170,8"
Sotkamo Kuolaniemi,2015,5,25,-1.0,2015-05-25,8.8,0.0,"179,9"
Sotkamo Kuolaniemi,2015,5,26,-1.0,2015-05-26,13.2,7.0,"299,9"
Sotkamo Kuolaniemi,2015,5,27,-1.0,2015-05-27,11.3,6.0,"118,2"
Sotkamo Kuolaniemi,2015,5,28,-1.0,2015-05-28,11.8,0.0,"302,1"
Sotkamo Kuolaniemi,2015,5,29,-1.0,2015-05-29,12.7,0.0,"287,8"
Sotkamo Kuolaniemi,2015,5,30,-1.0,2015-05-30,12.2,8.0,"302,2"
Sotkamo Kuolaniemi,2015,5,31,-1.0,2015-05-31,11.8,4.0,"140,8"
Sotkamo Kuolaniemi,2015,6,1,-1.0,2015-06-01,11.5,6.0,"192,6"
Sotkamo Kuolaniemi,2015,6,2,-1.0,2015-06-02,13.0,4.0,"307,9"
Sotkamo Kuolaniemi,2015,6,3,-1.0,2015-06-03,9.7,7.0,"132,1"
Sotkamo Kuolaniemi,2015,6,4,-1.0,2015-06-04,9.9,6.0,"227,1"
Sotkamo Kuolaniemi,2015,6,5,-1.0,2015-06-05,10.1,0.0,"248,4"
Sotkamo Kuolaniemi,2015,6,6,-1.0,2015-06-06,11.4,0.0,"210,2"
Sotkamo Kuolaniemi,2015,6,7,-1.0,2015-06-07,9.0,8.0,"82,2"
Sotkamo Kuolaniemi,2015,6,8,-1.0,2015-06-08,9.3,8.0,"228,2"
Sotkamo Kuolaniemi,2015,6,9,-1.0,2015-06-09,10.5,7.0,"261,2"
Sotkamo Kuolaniemi,2015,6,10,-1.0,2015-06-10,8.9,6.0,"149,5"
Sotkamo Kuolaniemi,2015,6,11,-1.0,2015-06-11,9.8,7.0,274
Sotkamo Kuolaniemi,2015,6,12,-1.0,2015-06-12,11.3,8.0,"252,6"
Sotkamo Kuolaniemi,2015,6,13,-1.0,2015-06-13,10.5,5.0,"155,5"
Sotkamo Kuolaniemi,2015,6,14,-1.0,2015-06-14,11.0,0.0,"301,5"
Sotkamo Kuolaniemi,2015,6,15,-1.0,2015-06-15,8.3,8.0,"89,6"
Sotkamo Kuolaniemi,2015,6,16,-1.0,2015-06-16,7.5,7.0,"197,4"
Sotkamo Kuolaniemi,2015,6,17,-1.0,2015-06-17,8.2,6.0,"225,4"
Sotkamo Kuolaniemi,2015,6,18,-1.0,2015-06-18,10.3,7.0,"237,3"
Sotkamo Kuolaniemi,2015,6,19,-1.0,2015-06-19,11.5,3.0,"90,7"
Sotkamo Kuolaniemi,2015,6,20,-1.0,2015-06-20,13.6,7.0,"188,6"
Sotkamo Kuolaniemi,2015,6,21,-1.0,2015-06-21,15.4,8.0,185
Sotkamo Kuolaniemi,2015,6,22,-1.0,2015-06-22,15.7,7.0,"197,3"
Sotkamo Kuolaniemi,2015,6,23,-1.0,2015-06-23,12.5,8.0,"79,7"
Sotkamo Kuolaniemi,2015,6,24,-1.0,2015-06-24,14.2,8.0,"103,7"
Sotkamo Kuolaniemi,2015,6,25,-1.0,2015-06-25,14.7,7.0,"208,2"
Sotkamo Kuolaniemi,2015,6,26,-1.0,2015-06-26,13.0,7.0,"142,4"
Sotkamo Kuolaniemi,2015,6,27,-1.0,2015-06-27,13.9,7.0,"207,3"
Sotkamo Kuolaniemi,2015,6,28,-1.0,2015-06-28,13.5,0.0,255
Sotkamo Kuolaniemi,2015,6,29,-1.0,2015-06-29,15.5,0.0,"251,4"
Sotkamo Kuolaniemi,2015,6,30,-1.0,2015-06-30,14.0,7.0,"117,1"
Sotkamo Kuolaniemi,2015,7,1,-1.0,2015-07-01,11.5,8.0,"194,8"
Sotkamo Kuolaniemi,2015,7,2,-1.0,2015-07-02,14.6,0.0,"145,6"
Sotkamo Kuolaniemi,2015,7,3,-1.0,2015-07-03,19.2,8.0,"250,2"
Sotkamo Kuolaniemi,2015,7,4,-1.0,2015-07-04,13.3,8.0,"59,7"
Sotkamo Kuolaniemi,2015,7,5,-1.0,2015-07-05,10.5,7.0,"241,1"
Sotkamo Kuolaniemi,2015,7,6,-1.0,2015-07-06,11.6,0.0,"338,1"
Sotkamo Kuolaniemi,2015,7,7,-1.0,2015-07-07,12.7,0.0,"258,4"
Sotkamo Kuolaniemi,2015,7,8,-1.0,2015-07-08,13.8,0.0,"249,8"
Sotkamo Kuolaniemi,2015,7,9,-1.0,2015-07-09,12.7,7.0,"35,8"
Sotkamo Kuolaniemi,2015,7,10,-1.0,2015-07-10,12.9,8.0,"70,7"
Sotkamo Kuolaniemi,2015,7,11,-1.0,2015-07-11,12.3,7.0,"151,3"
Sotkamo Kuolaniemi,2015,7,12,-1.0,2015-07-12,11.5,7.0,"161,3"
Sotkamo Kuolaniemi,2015,7,13,-1.0,2015-07-13,11.0,8.0,"146,6"
Sotkamo Kuolaniemi,2015,7,14,-1.0,2015-07-14,12.1,7.0,"166,9"
Sotkamo Kuolaniemi,2015,7,15,-1.0,2015-07-15,10.9,8.0,"130,4"
Sotkamo Kuolaniemi,2015,7,16,-1.0,2015-07-16,11.8,6.0,"161,2"
Sotkamo Kuolaniemi,2015,7,17,-1.0,2015-07-17,13.9,8.0,"221,5"
Sotkamo Kuolaniemi,2015,7,18,-1.0,2015-07-18,15.5,0.0,"280,3"
Sotkamo Kuolaniemi,2015,7,19,-1.0,2015-07-19,14.5,7.0,"235,8"
Sotkamo Kuolaniemi,2015,7,20,-1.0,2015-07-20,15.6,4.0,308
Sotkamo Kuolaniemi,2015,7,21,-1.0,2015-07-21,14.2,7.0,"162,8"
Sotkamo Kuolaniemi,2015,7,22,-1.0,2015-07-22,15.0,0.0,"232,7"
Sotkamo Kuolaniemi,2015,7,23,-1.0,2015-07-23,13.8,8.0,"99,8"
Sotkamo Kuolaniemi,2015,7,24,-1.0,2015-07-24,14.3,7.0,"138,4"
Sotkamo Kuolaniemi,2015,7,25,-1.0,2015-07-25,14.6,7.0,212
Sotkamo Kuolaniemi,2015,7,26,-1.0,2015-07-26,13.8,0.0,"123,1"
Sotkamo Kuolaniemi,2015,7,27,-1.0,2015-07-27,15.3,8.0,"137,8"
Sotkamo Kuolaniemi,2015,7,28,-1.0,2015-07-28,15.4,1.0,200
Sotkamo Kuolaniemi,2015,7,29,-1.0,2015-07-29,14.2,7.0,"84,1"
Sotkamo Kuolaniemi,2015,7,30,-1.0,2015-07-30,15.3,7.0,"226,8"
Sotkamo Kuolaniemi,2015,7,31,-1.0,2015-07-31,14.6,7.0,"168,5"
Sotkamo Kuolaniemi,2015,8,1,-1.0,2015-08-01,13.0,7.0,"83,8"
Sotkamo Kuolaniemi,2015,8,2,-1.0,2015-08-02,12.8,7.0,"101,7"
Sotkamo Kuolaniemi,2015,8,3,-1.0,2015-08-03,13.6,8.0,"171,3"
Sotkamo Kuolaniemi,2015,8,4,-1.0,2015-08-04,15.0,1.0,"201,2"
Sotkamo Kuolaniemi,2015,8,5,-1.0,2015-08-05,15.8,0.0,"268,6"
Sotkamo Kuolaniemi,2015,8,6,-1.0,2015-08-06,15.1,0.0,"72,7"
Sotkamo Kuolaniemi,2015,8,7,-1.0,2015-08-07,16.9,8.0,"133,7"
Sotkamo Kuolaniemi,2015,8,8,-1.0,2015-08-08,17.2,5.0,"182,1"
Sotkamo Kuolaniemi,2015,8,9,-1.0,2015-08-09,15.5,8.0,"189,3"
