"ï»¿""Observation station""",Year,Month,Day,Snow depth [cm],Date,Average temperature [Â°C],cloud_code,Global radiation mean [W/m2]
Pelkosenniemi parish,2019,4,24,44,2019-04-24,9.8,0.0,"213,5"
Pelkosenniemi parish,2019,4,25,37,2019-04-25,9.7,7.0,"228,9"
Pelkosenniemi parish,2019,4,26,35,2019-04-26,9.9,0.0,"234,7"
Pelkosenniemi parish,2019,4,27,33,2019-04-27,0.8,3.0,"178,7"
Pelkosenniemi parish,2019,4,28,30,2019-04-28,0.8,0.0,"169,9"
Pelkosenniemi parish,2019,4,29,27,2019-04-29,3.8,7.0,"252,1"
Pelkosenniemi parish,2019,4,30,24,2019-04-30,3.6,7.0,"151,1"
Pelkosenniemi parish,2019,5,1,25,2019-05-01,-2.9,7.0,"114,3"
Pelkosenniemi parish,2019,5,2,20,2019-05-02,-5.1,1.0,218
Pelkosenniemi parish,2019,5,3,15,2019-05-03,-5.0,7.0,"141,8"
Pelkosenniemi parish,2019,5,4,14,2019-05-04,-3.4,5.0,"206,3"
Pelkosenniemi parish,2019,5,5,14,2019-05-05,-1.4,7.0,"210,1"
Pelkosenniemi parish,2019,5,6,10,2019-05-06,1.2,1.0,"203,8"
Pelkosenniemi parish,2019,5,7,6,2019-05-07,2.2,0.0,"178,9"
Pelkosenniemi parish,2019,5,8,15,2019-05-08,-0.9,7.0,"131,1"
Pelkosenniemi parish,2019,5,9,5,2019-05-09,3.2,7.0,208
Pelkosenniemi parish,2019,5,10,1,2019-05-10,6.1,5.0,"239,4"
Pelkosenniemi parish,2019,5,11,-1,2019-05-11,5.4,7.0,"64,8"
Pelkosenniemi parish,2019,5,12,-1,2019-05-12,6.7,8.0,"81,9"
Pelkosenniemi parish,2019,5,13,-1,2019-05-13,0.7,8.0,"79,6"
Pelkosenniemi parish,2019,5,14,-1,2019-05-14,2.1,8.0,210
Pelkosenniemi parish,2019,5,15,-1,2019-05-15,4.2,7.0,"172,3"
Pelkosenniemi parish,2019,5,16,-1,2019-05-16,6.5,7.0,235
Pelkosenniemi parish,2019,5,17,-1,2019-05-17,6.9,1.0,"194,7"
Pelkosenniemi parish,2019,5,18,-1,2019-05-18,9.0,0.0,"253,5"
Pelkosenniemi parish,2019,5,19,-1,2019-05-19,10.2,7.0,"283,6"
Pelkosenniemi parish,2019,5,20,-1,2019-05-20,9.0,1.0,"246,2"
Pelkosenniemi parish,2019,5,21,-1,2019-05-21,9.3,0.0,"247,4"
Pelkosenniemi parish,2019,5,22,-1,2019-05-22,2.0,8.0,"208,5"
Pelkosenniemi parish,2019,5,23,-1,2019-05-23,1.8,5.0,"286,3"
Pelkosenniemi parish,2019,5,24,-1,2019-05-24,3.8,0.0,"255,3"
Pelkosenniemi parish,2019,5,25,-1,2019-05-25,2.7,7.0,"243,8"
Pelkosenniemi parish,2019,5,26,-1,2019-05-26,2.8,7.0,"84,7"
Pelkosenniemi parish,2019,5,27,-1,2019-05-27,5.5,8.0,"112,9"
Pelkosenniemi parish,2019,5,28,-1,2019-05-28,6.8,5.0,"240,6"
Pelkosenniemi parish,2019,5,29,-1,2019-05-29,6.2,8.0,"70,9"
Pelkosenniemi parish,2019,5,30,-1,2019-05-30,4.9,7.0,"177,5"
Pelkosenniemi parish,2019,5,31,-1,2019-05-31,2.7,1.0,"82,8"
Pelkosenniemi parish,2019,6,1,-1,2019-06-01,4.7,7.0,"202,5"
Pelkosenniemi parish,2019,6,2,-1,2019-06-02,5.5,0.0,205
Pelkosenniemi parish,2019,6,3,-1,2019-06-03,5.9,0.0,"139,1"
Pelkosenniemi parish,2019,6,4,-1,2019-06-04,7.3,7.0,"46,3"
Pelkosenniemi parish,2019,6,5,-1,2019-06-05,11.0,7.0,"221,5"
Pelkosenniemi parish,2019,6,6,-1,2019-06-06,15.7,7.0,"231,3"
Pelkosenniemi parish,2019,6,7,-1,2019-06-07,20.7,0.0,"276,5"
Pelkosenniemi parish,2019,6,8,-1,2019-06-08,21.0,0.0,"276,4"
Pelkosenniemi parish,2019,6,9,-1,2019-06-09,15.5,0.0,"168,7"
Pelkosenniemi parish,2019,6,10,-1,2019-06-10,7.7,1.0,"125,2"
Pelkosenniemi parish,2019,6,11,-1,2019-06-11,2.3,8.0,"205,4"
Pelkosenniemi parish,2019,6,12,-1,2019-06-12,6.4,8.0,"221,2"
Pelkosenniemi parish,2019,6,13,-1,2019-06-13,10.4,0.0,"269,2"
Pelkosenniemi parish,2019,6,14,-1,2019-06-14,14.9,0.0,"335,8"
Pelkosenniemi parish,2019,6,15,-1,2019-06-15,13.0,0.0,"360,7"
Pelkosenniemi parish,2019,6,16,-1,2019-06-16,15.5,0.0,"358,7"
Pelkosenniemi parish,2019,6,17,-1,2019-06-17,13.9,0.0,"230,7"
Pelkosenniemi parish,2019,6,18,-1,2019-06-18,13.9,7.0,"246,9"
Pelkosenniemi parish,2019,6,19,-1,2019-06-19,10.3,7.0,"189,1"
Pelkosenniemi parish,2019,6,20,-1,2019-06-20,11.9,0.0,"205,9"
Pelkosenniemi parish,2019,6,21,-1,2019-06-21,11.9,8.0,"43,4"
Pelkosenniemi parish,2019,6,22,-1,2019-06-22,13.1,8.0,"124,8"
Pelkosenniemi parish,2019,6,23,-1,2019-06-23,6.1,8.0,"87,4"
Pelkosenniemi parish,2019,6,24,-1,2019-06-24,9.2,8.0,"221,8"
Pelkosenniemi parish,2019,6,25,-1,2019-06-25,10.4,5.0,"193,6"
Pelkosenniemi parish,2019,6,26,-1,2019-06-26,12.2,3.0,"215,6"
Pelkosenniemi parish,2019,6,27,-1,2019-06-27,10.1,7.0,"219,3"
Pelkosenniemi parish,2019,6,28,-1,2019-06-28,7.9,5.0,"246,5"
Pelkosenniemi parish,2019,6,29,-1,2019-06-29,8.0,0.0,"166,9"
Pelkosenniemi parish,2019,6,30,-1,2019-06-30,7.7,0.0,"244,4"
Pelkosenniemi parish,2019,7,1,-1,2019-07-01,7.2,0.0,"51,5"
Pelkosenniemi parish,2019,7,2,-1,2019-07-02,10.9,7.0,"254,7"
Pelkosenniemi parish,2019,7,3,-1,2019-07-03,8.6,7.0,"58,3"
Pelkosenniemi parish,2019,7,4,-1,2019-07-04,8.6,8.0,"76,7"
Pelkosenniemi parish,2019,7,5,-1,2019-07-05,8.9,8.0,"105,2"
Pelkosenniemi parish,2019,7,6,-1,2019-07-06,7.3,8.0,"48,8"
Pelkosenniemi parish,2019,7,7,-1,2019-07-07,10.0,8.0,"107,9"
Pelkosenniemi parish,2019,7,8,-1,2019-07-08,11.0,0.0,"344,9"
Pelkosenniemi parish,2019,7,9,-1,2019-07-09,12.1,7.0,"236,4"
Pelkosenniemi parish,2019,7,10,-1,2019-07-10,6.9,0.0,"217,3"
Pelkosenniemi parish,2019,7,11,-1,2019-07-11,8.4,1.0,"276,8"
Pelkosenniemi parish,2019,7,12,-1,2019-07-12,10.1,0.0,"341,3"
Pelkosenniemi parish,2019,7,13,-1,2019-07-13,6.0,0.0,"107,8"
Pelkosenniemi parish,2019,7,14,-1,2019-07-14,8.4,7.0,"169,2"
Pelkosenniemi parish,2019,7,15,-1,2019-07-15,8.2,7.0,"218,6"
Pelkosenniemi parish,2019,7,16,-1,2019-07-16,9.8,8.0,"275,4"
Pelkosenniemi parish,2019,7,17,-1,2019-07-17,8.6,5.0,"126,9"
Pelkosenniemi parish,2019,7,18,-1,2019-07-18,9.9,3.0,"180,2"
Pelkosenniemi parish,2019,7,19,-1,2019-07-19,10.3,7.0,"131,4"
Pelkosenniemi parish,2019,7,20,-1,2019-07-20,14.9,0.0,"280,2"
Pelkosenniemi parish,2019,7,21,-1,2019-07-21,18.4,0.0,"250,4"
Pelkosenniemi parish,2019,7,22,-1,2019-07-22,20.5,5.0,"277,3"
Pelkosenniemi parish,2019,7,23,-1,2019-07-23,22.2,0.0,"268,9"
Pelkosenniemi parish,2019,7,24,-1,2019-07-24,22.3,0.0,"274,9"
Pelkosenniemi parish,2019,7,25,-1,2019-07-25,21.5,0.0,"243,7"
Pelkosenniemi parish,2019,7,26,-1,2019-07-26,23.5,0.0,"245,7"
Pelkosenniemi parish,2019,7,27,-1,2019-07-27,19.5,0.0,"256,5"
Pelkosenniemi parish,2019,7,28,-1,2019-07-28,9.3,8.0,"218,9"
Pelkosenniemi parish,2019,7,29,-1,2019-07-29,5.9,7.0,158
Pelkosenniemi parish,2019,7,30,-1,2019-07-30,5.9,7.0,"183,3"
Pelkosenniemi parish,2019,7,31,-1,2019-07-31,7.6,7.0,"175,4"
Pelkosenniemi parish,2019,8,1,-1,2019-08-01,8.4,0.0,"107,9"
Pelkosenniemi parish,2019,8,2,-1,2019-08-02,5.8,8.0,"125,1"
Pelkosenniemi parish,2019,8,3,-1,2019-08-03,5.5,8.0,"134,7"
Pelkosenniemi parish,2019,8,4,-1,2019-08-04,6.6,1.0,"242,7"
Pelkosenniemi parish,2019,8,5,-1,2019-08-05,4.6,1.0,"119,8"
Pelkosenniemi parish,2019,8,6,-1,2019-08-06,5.8,8.0,"65,8"
Pelkosenniemi parish,2019,8,7,-1,2019-08-07,7.4,8.0,83
Pelkosenniemi parish,2019,8,8,-1,2019-08-08,8.5,8.0,"140,7"
Pelkosenniemi parish,2019,8,9,-1,2019-08-09,8.1,7.0,"238,4"
Pelkosenniemi parish,2019,8,10,-1,2019-08-10,10.9,0.0,"126,2"
Pelkosenniemi parish,2019,8,11,-1,2019-08-11,11.9,3.0,"223,4"
Pelkosenniemi parish,2019,8,12,-1,2019-08-12,10.9,7.0,"59,9"
Pelkosenniemi parish,2019,8,13,-1,2019-08-13,11.9,8.0,"92,4"
Pelkosenniemi parish,2019,8,14,-1,2019-08-14,12.2,7.0,"121,5"
Pelkosenniemi parish,2019,8,15,-1,2019-08-15,11.3,1.0,"115,1"
Pelkosenniemi parish,2019,8,16,-1,2019-08-16,9.5,0.0,"64,8"
Pelkosenniemi parish,2019,8,17,-1,2019-08-17,11.8,3.0,"76,3"
Pelkosenniemi parish,2019,8,18,-1,2019-08-18,13.4,7.0,"113,4"
Pelkosenniemi parish,2019,8,19,-1,2019-08-19,12.3,7.0,"76,3"
Pelkosenniemi parish,2019,8,20,-1,2019-08-20,11.3,1.0,"141,5"
Pelkosenniemi parish,2019,8,21,-1,2019-08-21,11.5,7.0,67
Pelkosenniemi parish,2019,8,22,-1,2019-08-22,11.6,0.0,"117,6"
Pelkosenniemi parish,2019,8,23,-1,2019-08-23,9.8,7.0,"132,7"
Pelkosenniemi parish,2019,8,24,-1,2019-08-24,9.5,7.0,"196,5"
Pelkosenniemi parish,2019,8,25,-1,2019-08-25,8.1,0.0,"42,9"
Pelkosenniemi parish,2019,8,26,-1,2019-08-26,11.0,8.0,"123,5"
Pelkosenniemi parish,2019,8,27,-1,2019-08-27,12.4,0.0,"102,9"
Pelkosenniemi parish,2019,8,28,-1,2019-08-28,17.2,7.0,"174,4"
Pelkosenniemi parish,2019,8,29,-1,2019-08-29,17.2,0.0,"158,4"
Pelkosenniemi parish,2019,8,30,-1,2019-08-30,14.9,0.0,"90,7"
Pelkosenniemi parish,2019,8,31,-1,2019-08-31,12.2,8.0,"68,4"
Pelkosenniemi parish,2019,9,1,-1,2019-09-01,13.2,5.0,"49,9"
Pelkosenniemi parish,2019,9,2,-1,2019-09-02,15.1,5.0,"95,4"
Pelkosenniemi parish,2019,9,3,-1,2019-09-03,10.4,7.0,"114,6"
Pelkosenniemi parish,2019,9,4,-1,2019-09-04,8.7,1.0,"107,5"
Pelkosenniemi parish,2019,9,5,-1,2019-09-05,7.9,0.0,"58,7"
Pelkosenniemi parish,2019,9,6,-1,2019-09-06,8.4,7.0,"73,6"
Pelkosenniemi parish,2019,9,7,-1,2019-09-07,8.3,0.0,162
Pelkosenniemi parish,2019,9,8,-1,2019-09-08,8.5,7.0,"58,8"
Pelkosenniemi parish,2019,9,9,-1,2019-09-09,8.8,3.0,"142,8"
Pelkosenniemi parish,2019,9,10,-1,2019-09-10,11.1,3.0,"90,9"
Pelkosenniemi parish,2019,9,11,-1,2019-09-11,13.0,7.0,"81,2"
Pelkosenniemi parish,2019,9,12,-1,2019-09-12,10.2,3.0,"34,9"
Pelkosenniemi parish,2019,9,13,-1,2019-09-13,6.9,1.0,"62,4"
Pelkosenniemi parish,2019,9,14,-1,2019-09-14,4.8,7.0,"114,4"
Pelkosenniemi parish,2019,9,15,-1,2019-09-15,3.7,0.0,"104,3"
Pelkosenniemi parish,2019,9,16,-1,2019-09-16,2.7,1.0,"44,7"
Pelkosenniemi parish,2019,9,17,-1,2019-09-17,3.0,8.0,73
Pelkosenniemi parish,2019,9,18,-1,2019-09-18,1.2,7.0,"90,7"
Pelkosenniemi parish,2019,9,19,-1,2019-09-19,0.1,0.0,"95,5"
Pelkosenniemi parish,2019,9,20,-1,2019-09-20,1.3,8.0,"86,6"
Pelkosenniemi parish,2019,9,21,-1,2019-09-21,0.0,7.0,"76,2"
Pelkosenniemi parish,2019,9,22,-1,2019-09-22,-0.2,1.0,"82,8"
Pelkosenniemi parish,2019,9,23,-1,2019-09-23,-0.1,8.0,"51,9"
Pelkosenniemi parish,2019,9,24,-1,2019-09-24,-0.7,0.0,"51,1"
Pelkosenniemi parish,2019,9,25,-1,2019-09-25,1.8,8.0,"18,7"
Pelkosenniemi parish,2019,9,26,-1,2019-09-26,5.2,7.0,"36,6"
Pelkosenniemi parish,2019,9,27,-1,2019-09-27,5.5,7.0,"36,7"
Pelkosenniemi parish,2019,9,28,-1,2019-09-28,5.9,8.0,"47,5"
Pelkosenniemi parish,2019,9,29,-1,2019-09-29,4.8,8.0,"11,7"
Pelkosenniemi parish,2019,9,30,-1,2019-09-30,5.1,7.0,"18,8"
Pelkosenniemi parish,2019,10,1,-1,2019-10-01,3.2,7.0,"13,7"
Pelkosenniemi parish,2019,10,2,-1,2019-10-02,-1.1,7.0,"67,5"
Pelkosenniemi parish,2019,10,3,-1,2019-10-03,-2.2,0.0,"47,9"
Pelkosenniemi parish,2019,10,4,-1,2019-10-04,-2.1,8.0,"53,2"
Pelkosenniemi parish,2019,10,5,-1,2019-10-05,-2.1,1.0,"41,9"
Pelkosenniemi parish,2019,10,6,-1,2019-10-06,0.5,7.0,"22,4"
Pelkosenniemi parish,2019,10,7,-1,2019-10-07,0.2,7.0,"24,2"
Pelkosenniemi parish,2019,10,8,-1,2019-10-08,-1.8,8.0,"33,8"
Pelkosenniemi parish,2019,10,9,-1,2019-10-09,-0.6,8.0,"14,8"
Pelkosenniemi parish,2019,10,10,-1,2019-10-10,-1.5,8.0,"32,5"
Pelkosenniemi parish,2019,10,11,-1,2019-10-11,-3.0,7.0,"22,7"
Pelkosenniemi parish,2019,10,12,15,2019-10-12,-2.9,7.0,"19,6"
Pelkosenniemi parish,2019,10,13,15,2019-10-13,-1.8,8.0,"17,8"
Pelkosenniemi parish,2019,10,14,1,2019-10-14,-1.3,9.0,"26,3"
Pelkosenniemi parish,2019,10,15,1,2019-10-15,-2.2,8.0,"24,7"
Pelkosenniemi parish,2019,10,16,1,2019-10-16,-2.0,7.0,"20,6"
Pelkosenniemi parish,2019,10,17,1,2019-10-17,-4.3,7.0,"13,7"
Pelkosenniemi parish,2019,10,18,1,2019-10-18,-2.8,8.0,"10,7"
Pelkosenniemi parish,2019,10,19,5,2019-10-19,-2.7,9.0,"24,7"
Pelkosenniemi parish,2019,10,20,9,2019-10-20,-6.9,0.0,"47,6"
Pelkosenniemi parish,2019,10,21,5,2019-10-21,-6.3,8.0,"24,7"
Pelkosenniemi parish,2019,10,22,5,2019-10-22,-1.5,7.0,"10,4"
Pelkosenniemi parish,2019,10,23,5,2019-10-23,-1.5,7.0,"16,8"
Pelkosenniemi parish,2019,10,24,3,2019-10-24,-2.5,7.0,10
Pelkosenniemi parish,2019,10,25,5,2019-10-25,0.6,9.0,"4,2"
Pelkosenniemi parish,2019,10,26,8,2019-10-26,-3.0,8.0,"8,9"
Pelkosenniemi parish,2019,10,27,11,2019-10-27,-8.2,1.0,"17,3"
Pelkosenniemi parish,2019,10,28,9,2019-10-28,-8.8,8.0,"23,1"
Pelkosenniemi parish,2019,10,29,9,2019-10-29,-9.1,7.0,26
Pelkosenniemi parish,2019,10,30,9,2019-10-30,-9.5,8.0,"24,5"
Pelkosenniemi parish,2019,10,31,15,2019-10-31,-9.2,9.0,"9,8"
Pelkosenniemi parish,2019,11,1,15,2019-11-01,-10.4,7.0,"16,1"
Pelkosenniemi parish,2019,11,2,15,2019-11-02,-6.3,8.0,"8,2"
Pelkosenniemi parish,2019,11,3,27,2019-11-03,-7.7,8.0,"8,5"
Pelkosenniemi parish,2019,11,4,25,2019-11-04,-8.6,7.0,
Pelkosenniemi parish,2019,11,5,25,2019-11-05,-9.6,0.0,"17,1"
Pelkosenniemi parish,2019,11,6,24,2019-11-06,-7.7,7.0,"9,5"
Pelkosenniemi parish,2019,11,7,23,2019-11-07,-9.9,8.0,7
Pelkosenniemi parish,2019,11,8,25,2019-11-08,-10.7,7.0,9
Pelkosenniemi parish,2019,11,9,23,2019-11-09,-12.8,8.0,"7,1"
Pelkosenniemi parish,2019,11,10,23,2019-11-10,-14.2,1.0,6
Pelkosenniemi parish,2019,11,11,23,2019-11-11,-10.3,0.0,"4,9"
Pelkosenniemi parish,2019,11,12,33,2019-11-12,-7.8,7.0,5
Pelkosenniemi parish,2019,11,13,35,2019-11-13,-4.4,8.0,"2,1"
Pelkosenniemi parish,2019,11,14,37,2019-11-14,-3.0,8.0,"2,6"
Pelkosenniemi parish,2019,11,15,38,2019-11-15,-4.8,8.0,"3,4"
Pelkosenniemi parish,2019,11,16,34,2019-11-16,-4.4,8.0,"2,7"
Pelkosenniemi parish,2019,11,17,34,2019-11-17,-6.1,7.0,"1,1"
Pelkosenniemi parish,2019,11,18,35,2019-11-18,-4.9,8.0,"1,4"
Pelkosenniemi parish,2019,11,19,35,2019-11-19,-2.8,8.0,"1,6"
Pelkosenniemi parish,2019,11,20,34,2019-11-20,-0.8,8.0,"0,2"
Pelkosenniemi parish,2019,11,21,26,2019-11-21,-1.1,8.0,1
Pelkosenniemi parish,2019,11,22,20,2019-11-22,-1.5,7.0,"0,7"
Pelkosenniemi parish,2019,11,23,24,2019-11-23,-2.4,8.0,"0,9"
Pelkosenniemi parish,2019,11,24,23,2019-11-24,-2.7,8.0,"0,2"
Pelkosenniemi parish,2019,11,25,23,2019-11-25,-2.6,8.0,"0,9"
Pelkosenniemi parish,2019,11,26,23,2019-11-26,-4.7,8.0,"1,4"
Pelkosenniemi parish,2019,11,27,24,2019-11-27,-8.4,0.0,"2,6"
Pelkosenniemi parish,2019,11,28,22,2019-11-28,-10.0,5.0,"0,5"
Pelkosenniemi parish,2019,11,29,32,2019-11-29,-8.6,9.0,"0,7"
Pelkosenniemi parish,2019,11,30,32,2019-11-30,-9.6,5.0,"0,1"
Pelkosenniemi parish,2019,12,1,33,2019-12-01,-9.2,5.0,"-0,5"
Pelkosenniemi parish,2019,12,2,33,2019-12-02,-6.3,7.0,"-0,7"
Pelkosenniemi parish,2019,12,3,35,2019-12-03,-7.0,0.0,"-0,2"
Pelkosenniemi parish,2019,12,4,36,2019-12-04,-2.8,8.0,"0,1"
Pelkosenniemi parish,2019,12,5,30,2019-12-05,-1.1,7.0,0
Pelkosenniemi parish,2019,12,6,32,2019-12-06,-5.7,7.0,"0,3"
Pelkosenniemi parish,2019,12,7,32,2019-12-07,-4.1,8.0,"0,1"
Pelkosenniemi parish,2019,12,8,34,2019-12-08,-5.5,7.0,0
Pelkosenniemi parish,2019,12,9,33,2019-12-09,-7.9,5.0,0
Pelkosenniemi parish,2019,12,10,33,2019-12-10,-11.3,8.0,"-0,5"
Pelkosenniemi parish,2019,12,11,33,2019-12-11,-7.8,0.0,"-0,5"
Pelkosenniemi parish,2019,12,12,34,2019-12-12,-1.2,7.0,"-0,9"
Pelkosenniemi parish,2019,12,13,38,2019-12-13,-2.5,7.0,"-0,4"
Pelkosenniemi parish,2019,12,14,39,2019-12-14,-2.3,7.0,"-0,1"
Pelkosenniemi parish,2019,12,15,39,2019-12-15,-3.0,8.0,"-0,4"
Pelkosenniemi parish,2019,12,16,44,2019-12-16,-4.1,8.0,"-0,3"
Pelkosenniemi parish,2019,12,17,53,2019-12-17,-4.0,8.0,"-0,1"
Pelkosenniemi parish,2019,12,18,54,2019-12-18,-4.9,7.0,0
Pelkosenniemi parish,2019,12,19,55,2019-12-19,-8.4,1.0,"-0,5"
Pelkosenniemi parish,2019,12,20,55,2019-12-20,-8.0,0.0,"0,2"
Pelkosenniemi parish,2019,12,21,55,2019-12-21,-5.9,8.0,0
Pelkosenniemi parish,2019,12,22,57,2019-12-22,-5.4,8.0,"-0,2"
Pelkosenniemi parish,2019,12,23,60,2019-12-23,-3.5,8.0,"-0,3"
Pelkosenniemi parish,2019,12,24,62,2019-12-24,-2.4,7.0,"-0,1"
Pelkosenniemi parish,2019,12,25,62,2019-12-25,-3.3,7.0,"-0,1"
Pelkosenniemi parish,2019,12,26,62,2019-12-26,-6.3,8.0,"-0,6"
Pelkosenniemi parish,2019,12,27,60,2019-12-27,-8.5,0.0,"-0,3"
Pelkosenniemi parish,2019,12,28,60,2019-12-28,-8.4,0.0,"-0,2"
Pelkosenniemi parish,2019,12,29,60,2019-12-29,-3.1,7.0,"-0,4"
Pelkosenniemi parish,2019,12,30,61,2019-12-30,-1.9,7.0,"-0,2"
Pelkosenniemi parish,2019,12,31,63,2019-12-31,-8.1,7.0,"-0,7"
Pelkosenniemi parish,2020,1,1,63,2020-01-01,-8.5,0.0,"-0,2"
Pelkosenniemi parish,2020,1,2,63,2020-01-02,-0.3,8.0,-1
Pelkosenniemi parish,2020,1,3,57,2020-01-03,-1.5,0.0,"-1,1"
Pelkosenniemi parish,2020,1,4,57,2020-01-04,-8.0,7.0,-1
Pelkosenniemi parish,2020,1,5,57,2020-01-05,-9.7,0.0,"-0,4"
Pelkosenniemi parish,2020,1,6,58,2020-01-06,-6.2,7.0,"0,3"
Pelkosenniemi parish,2020,1,7,58,2020-01-07,-1.9,8.0,"-0,5"
Pelkosenniemi parish,2020,1,8,55,2020-01-08,-1.2,8.0,"-0,6"
Pelkosenniemi parish,2020,1,9,55,2020-01-09,-3.6,0.0,"-0,9"
Pelkosenniemi parish,2020,1,10,56,2020-01-10,-4.2,8.0,"-0,1"
Pelkosenniemi parish,2020,1,11,56,2020-01-11,-4.7,0.0,"-0,2"
Pelkosenniemi parish,2020,1,12,60,2020-01-12,-3.9,9.0,"0,4"
Pelkosenniemi parish,2020,1,13,64,2020-01-13,-6.1,0.0,"0,9"
Pelkosenniemi parish,2020,1,14,64,2020-01-14,-4.2,3.0,"-0,1"
Pelkosenniemi parish,2020,1,15,71,2020-01-15,-3.9,7.0,"0,5"
Pelkosenniemi parish,2020,1,16,70,2020-01-16,-9.4,8.0,1
Pelkosenniemi parish,2020,1,17,71,2020-01-17,-9.1,9.0,"0,9"
Pelkosenniemi parish,2020,1,18,71,2020-01-18,-9.2,7.0,1
Pelkosenniemi parish,2020,1,19,79,2020-01-19,-8.1,7.0,"2,1"
Pelkosenniemi parish,2020,1,20,80,2020-01-20,-4.7,7.0,"1,5"
Pelkosenniemi parish,2020,1,21,81,2020-01-21,-4.2,8.0,"1,9"
Pelkosenniemi parish,2020,1,22,80,2020-01-22,-8.8,1.0,"3,4"
Pelkosenniemi parish,2020,1,23,80,2020-01-23,-10.9,0.0,"4,2"
Pelkosenniemi parish,2020,1,24,85,2020-01-24,-7.1,8.0,"3,8"
Pelkosenniemi parish,2020,1,25,85,2020-01-25,-13.4,0.0,"3,2"
Pelkosenniemi parish,2020,1,26,86,2020-01-26,-15.1,0.0,"4,8"
Pelkosenniemi parish,2020,1,27,93,2020-01-27,-14.4,0.0,"4,2"
Pelkosenniemi parish,2020,1,28,92,2020-01-28,-16.2,7.0,"4,4"
Pelkosenniemi parish,2020,1,29,85,2020-01-29,-12.7,8.0,4
Pelkosenniemi parish,2020,1,30,86,2020-01-30,-10.8,8.0,"3,8"
Pelkosenniemi parish,2020,1,31,85,2020-01-31,-13.2,7.0,"5,5"
Pelkosenniemi parish,2020,2,1,87,2020-02-01,-16.1,8.0,"5,3"
Pelkosenniemi parish,2020,2,2,88,2020-02-02,-13.1,9.0,"4,1"
Pelkosenniemi parish,2020,2,3,90,2020-02-03,-9.9,8.0,10
Pelkosenniemi parish,2020,2,4,90,2020-02-04,-11.9,0.0,"14,6"
Pelkosenniemi parish,2020,2,5,90,2020-02-05,-12.8,7.0,"12,5"
Pelkosenniemi parish,2020,2,6,89,2020-02-06,-11.4,0.0,"12,9"
Pelkosenniemi parish,2020,2,7,89,2020-02-07,-8.6,7.0,"4,5"
Pelkosenniemi parish,2020,2,8,89,2020-02-08,-4.0,0.0,"8,2"
Pelkosenniemi parish,2020,2,9,89,2020-02-09,-2.9,8.0,"6,1"
Pelkosenniemi parish,2020,2,10,93,2020-02-10,-1.2,8.0,"7,7"
Pelkosenniemi parish,2020,2,11,87,2020-02-11,-1.6,7.0,10
Pelkosenniemi parish,2020,2,12,85,2020-02-12,-3.4,7.0,12
Pelkosenniemi parish,2020,2,13,85,2020-02-13,-3.3,7.0,"14,4"
Pelkosenniemi parish,2020,2,14,87,2020-02-14,-6.3,8.0,"12,5"
Pelkosenniemi parish,2020,2,15,87,2020-02-15,-8.5,0.0,"10,3"
Pelkosenniemi parish,2020,2,16,88,2020-02-16,-3.7,7.0,"10,8"
Pelkosenniemi parish,2020,2,17,98,2020-02-17,-2.7,9.0,"18,8"
Pelkosenniemi parish,2020,2,18,98,2020-02-18,-4.0,8.0,"13,9"
Pelkosenniemi parish,2020,2,19,103,2020-02-19,-8.4,8.0,"23,2"
Pelkosenniemi parish,2020,2,20,103,2020-02-20,-11.5,0.0,32
Pelkosenniemi parish,2020,2,21,89,2020-02-21,-4.6,8.0,"14,9"
Pelkosenniemi parish,2020,2,22,99,2020-02-22,-1.3,7.0,"16,6"
Pelkosenniemi parish,2020,2,23,98,2020-02-23,-2.7,9.0,"26,6"
Pelkosenniemi parish,2020,2,24,99,2020-02-24,-6.3,0.0,"26,2"
Pelkosenniemi parish,2020,2,25,99,2020-02-25,-9.5,8.0,"51,1"
Pelkosenniemi parish,2020,2,26,98,2020-02-26,-10.6,0.0,55
Pelkosenniemi parish,2020,2,27,99,2020-02-27,-8.8,7.0,55
Pelkosenniemi parish,2020,2,28,99,2020-02-28,-9.2,7.0,62
Pelkosenniemi parish,2020,2,29,99,2020-02-29,-9.6,0.0,"62,3"
Pelkosenniemi parish,2020,3,1,99,2020-03-01,-12.1,0.0,"62,3"
Pelkosenniemi parish,2020,3,2,99,2020-03-02,-12.4,7.0,"56,8"
Pelkosenniemi parish,2020,3,3,99,2020-03-03,-8.9,5.0,"67,3"
Pelkosenniemi parish,2020,3,4,99,2020-03-04,-10.2,0.0,68
Pelkosenniemi parish,2020,3,5,99,2020-03-05,-8.3,7.0,"17,9"
Pelkosenniemi parish,2020,3,6,107,2020-03-06,-5.3,7.0,"58,3"
Pelkosenniemi parish,2020,3,7,105,2020-03-07,-5.1,0.0,"47,1"
Pelkosenniemi parish,2020,3,8,104,2020-03-08,-3.8,7.0,"35,8"
Pelkosenniemi parish,2020,3,9,104,2020-03-09,-0.7,7.0,"21,4"
Pelkosenniemi parish,2020,3,10,96,2020-03-10,-2.3,7.0,"51,3"
Pelkosenniemi parish,2020,3,11,89,2020-03-11,-5.1,8.0,"43,5"
Pelkosenniemi parish,2020,3,12,94,2020-03-12,-2.8,8.0,"40,2"
Pelkosenniemi parish,2020,3,13,98,2020-03-13,-9.1,8.0,"45,7"
Pelkosenniemi parish,2020,3,14,102,2020-03-14,-13.3,0.0,"102,4"
